"","Participant","trialNumber","Sort","Condition","ClipStart","ClipStop","RecordingStart","ETClipStart","ETClipStop"
"252","P07",11,"P07 Tablet","Tablet",1430.3865791,1441.7480977,-15962,17392.3865791,17403.7480977
"253","P07",12,"P07 Tablet","Tablet",1451.6415025,1511.8524617,-15962,17413.6415025,17473.8524617
"254","P07",13,"P07 Tablet","Tablet",1534.37536,1566.8249089,-15962,17496.37536,17528.8249089
"255","P07",14,"P07 Tablet","Tablet",1574.5326845,1595.4707532,-15962,17536.5326845,17557.4707532
"256","P07",15,"P07 Tablet","Tablet",1607.2157958,1650.6098002,-15962,17569.2157958,17612.6098002
"257","P07",16,"P07 GemsBasic","GemsBasic",1916.4626537,1956.5871943,-15366,17282.4626537,17322.5871943
"258","P07",17,"P07 GemsBasic","GemsBasic",1971.0011715,1999.3966999,-15366,17337.0011715,17365.3966999
"259","P07",18,"P07 GemsBasic","GemsBasic",2008.806191,2039.8547025,-15366,17374.806191,17405.8547025
"260","P07",19,"P07 GemsBasic","GemsBasic",2050.1314847,2077.2755942,-15366,17416.1314847,17443.2755942
"261","P07",20,"P07 GemsBasic","GemsBasic",2086.9020703,2142.9922526,-15366,17452.9020703,17508.9922526
"262","P07",21,"P07 GemsBasic","GemsBasic",2157.4401808,2218.1517024,-15366,17523.4401808,17584.1517024
"263","P07",22,"P07 GemsBasic","GemsBasic",2230.8646399,2265.6165294,-15366,17596.8646399,17631.6165294
"264","P07",23,"P07 GemsBasic","GemsBasic",2277.0113675,2316.8183768,-15366,17643.0113675,17682.8183768
"265","P07",24,"P07 GemsCued","GemsCued",2663.5531025,2692.5825737,-14629,17292.5531025,17321.5825737
"266","P07",25,"P07 GemsCued","GemsCued",2707.581139,2748.2723062,-14629,17336.581139,17377.2723062
"267","P07",26,"P07 GemsCued","GemsCued",2761.6025036,2781.6063706,-14629,17390.6025036,17410.6063706
"268","P07",27,"P07 GemsCued","GemsCued",2806.8484281,2848.590906,-14629,17435.8484281,17477.590906
"269","P07",28,"P07 GemsCued","GemsCued",2859.6518703,2889.932586,-14629,17488.6518703,17518.932586
"270","P07",29,"P07 GemsCued","GemsCued",2900.6935369,2947.4742882,-14629,17529.6935369,17576.4742882
"271","P07",30,"P07 GemsCued","GemsCued",2966.2266539,3008.08567,-14629,17595.2266539,17637.08567
"272","P07",31,"P07 GemsCued","GemsCued",3018.2293746,3060.4909796,-14629,17647.2293746,17689.4909796
"273","P07",32,"P07 GemsTablet","GemsTablet",3301.7332984,3325.6583614,-13978,17279.7332984,17303.6583614
"274","P07",33,"P07 GemsTablet","GemsTablet",3332.9482849,3357.2062501,-13978,17310.9482849,17335.2062501
"275","P07",34,"P07 GemsTablet","GemsTablet",3370.970154,3401.6345265,-13978,17348.970154,17379.6345265
"276","P07",35,"P07 GemsTablet","GemsTablet",3423.0897256,3460.1605072,-13978,17401.0897256,17438.1605072
"277","P07",36,"P07 GemsTablet","GemsTablet",3472.6734954,3496.3972135,-13978,17450.6734954,17474.3972135
"278","P07",37,"P07 GemsTablet","GemsTablet",3506.7077003,3541.5763879,-13978,17484.7077003,17519.5763879
"279","P07",38,"P07 GemsTablet","GemsTablet",3548.9171096,3584.9536674,-13978,17526.9171096,17562.9536674
"280","P07",39,"P07 GemsTablet","GemsTablet",3601.1033665,3628.7480527,-13978,17579.1033665,17606.7480527
"281","P08",0,"P08 Baseline","Baseline",494.7267192,527.0426654,34967,-34472.2732808,-34439.9573346
"282","P08",1,"P08 Baseline","Baseline",542.625183699998,584.350781499998,34967,-34424.3748163,-34382.6492185
"283","P08",2,"P08 Baseline","Baseline",594.644551699999,621.7890014,34967,-34372.3554483,-34345.2109986
"284","P08",3,"P08 Baseline","Baseline",629.963580699998,666.9177132,34967,-34337.0364193,-34300.0822868
"285","P08",4,"P08 Baseline","Baseline",677.695318399998,710.128205499997,34967,-34289.3046816,-34256.8717945
"286","P08",5,"P08 Baseline","Baseline",720.3051027,748.7003224,34967,-34246.6948973,-34218.2996776
"287","P08",6,"P08 Baseline","Baseline",761.849042099999,773.208693599998,34967,-34205.1509579,-34193.7913064
"288","P08",7,"P08 Baseline","Baseline",784.1363748,806.592499899998,34967,-34182.8636252,-34160.4075001
"289","P08",8,"P08 GemsTablet","GemsTablet",1068.0906248,1099.1237689,35533,-34464.9093752,-34433.8762311
"290","P08",9,"P08 GemsTablet","GemsTablet",1110.28325,1163.470463,35533,-34422.71675,-34369.529537
"291","P08",10,"P08 GemsTablet","GemsTablet",1177.785051,1206.8144333,35533,-34355.214949,-34326.1855667
"292","P08",11,"P08 GemsTablet","GemsTablet",1215.7740017,1246.0373047,35533,-34317.2259983,-34286.9626953
"293","P08",12,"P08 GemsTablet","GemsTablet",1257.1487025,1299.2749703,35533,-34275.8512975,-34233.7250297
"294","P08",13,"P08 GemsTablet","GemsTablet",1311.8207076,1347.8572746,35533,-34221.1792924,-34185.1427254
"295","P08",14,"P08 GemsTablet","GemsTablet",1368.8952557,1385.2284429,35533,-34164.1047443,-34147.7715571
"296","P08",15,"P08 GemsTablet","GemsTablet",1397.5909774,1426.8371638,35533,-34135.4090226,-34106.1628362
"297","P08",16,"P08 GemsCued","GemsCued",1712.0261544,1735.9502521,-50216,51928.0261544,51951.9502521
"298","P08",17,"P08 GemsCued","GemsCued",1743.9585325,1764.8629137,-50216,51959.9585325,51980.8629137
"299","P08",18,"P08 GemsCued","GemsCued",1775.5738582,1799.2811428,-50216,51991.5738582,52015.2811428
"300","P08",19,"P08 GemsCued","GemsCued",1807.5727066,1851.0000351,-50216,52023.5727066,52067.0000351
"301","P08",20,"P08 GemsCued","GemsCued",1865.8150485,1890.8909867,-50216,52081.8150485,52106.8909867
"302","P08",21,"P08 GemsCued","GemsCued",1903.2363722,1963.4473873,-50216,52119.2363722,52179.4473873
"303","P08",22,"P08 GemsCued","GemsCued",1975.0591642,2009.9277468,-50216,52191.0591642,52225.9277468
"304","P08",23,"P08 GemsCued","GemsCued",2024.3590257,2044.3792512,-50216,52240.3590257,52260.3792512
"305","P08",24,"P08 Tablet","Tablet",2300.0382656,2356.1116145,-49626,51926.0382656,51982.1116145
"306","P08",25,"P08 Tablet","Tablet",2372.1278097,2407.8473687,-49626,51998.1278097,52033.8473687
"307","P08",26,"P08 Tablet","Tablet",2419.7761077,2447.4207396,-49626,52045.7761077,52073.4207396
"308","P08",27,"P08 Tablet","Tablet",2457.4643238,2497.5715664,-49626,52083.4643238,52123.5715664
"309","P08",28,"P08 Tablet","Tablet",2516.8411352,2558.6835291,-49626,52142.8411352,52184.6835291
"310","P08",29,"P08 Tablet","Tablet",2568.1263533,2592.3843143,-49626,52194.1263533,52218.3843143
"311","P08",30,"P08 Tablet","Tablet",2604.162838,2643.9698989,-49626,52230.162838,52269.9698989
"312","P08",31,"P08 Tablet","Tablet",2652.5285343,2689.5827688,-49626,52278.5285343,52315.5827688
"313","P08",32,"P08 GemsBasic","GemsBasic",2873.2020357,2915.4616831,-49058,51931.2020357,51973.4616831
"314","P08",33,"P08 GemsBasic","GemsBasic",2923.6531393,2966.4131903,-49058,51981.6531393,52024.4131903
"315","P08",34,"P08 GemsBasic","GemsBasic",2976.4399218,3011.1764876,-49058,52034.4399218,52069.1764876
"316","P08",35,"P08 GemsBasic","GemsBasic",3024.6388034,3055.2865427,-49058,52082.6388034,52113.2865427
"317","P08",36,"P08 GemsBasic","GemsBasic",3064.7794853,3111.5436502,-49058,52122.7794853,52169.5436502
"318","P08",37,"P08 GemsBasic","GemsBasic",3123.2720826,3160.5099195,-49058,52181.2720826,52218.5099195
"319","P08",38,"P08 GemsBasic","GemsBasic",3171.5876472,3212.2622621,-49058,52229.5876472,52270.2622621
"320","P08",39,"P08 GemsBasic","GemsBasic",3222.2722599,3282.9672001,-49058,52280.2722599,52340.9672001
"321","P09",0,"P09 Baseline","Baseline",755.614319700002,784.860561100002,-51185,51940.6143197,51969.8605611
"322","P09",1,"P09 Baseline","Baseline",796.0885552,832.141719200001,-51185,51981.0885552,52017.1417192
"323","P09",2,"P09 Baseline","Baseline",843.6199763,884.2945287,-51185,52028.6199763,52069.2945287
"324","P09",3,"P09 Baseline","Baseline",893.987672000003,933.7947021,-51185,52078.987672,52118.7947021
"325","P09",4,"P09 Baseline","Baseline",945.4731044,956.834674000002,-51185,52130.4731044,52141.834674
"326","P09",5,"P09 Baseline","Baseline",969.731115800001,1004.4662813,-51185,52154.7311158,52189.4662813
"327","P09",6,"P09 Baseline","Baseline",1017.4960691,1053.2156083,-51185,52202.4960691,52238.2156083
"328","P09",7,"P09 Baseline","Baseline",1064.8273625,1101.9152484,-51185,52249.8273625,52286.9152484
"329","P09",8,"P09 GemsBasic","GemsBasic",1296.1449786,1323.2890027,-50632,51928.1449786,51955.2890027
"330","P09",9,"P09 GemsBasic","GemsBasic",1342.2249669,1366.1671947,-50632,51974.2249669,51998.1671947
"331","P09",10,"P09 GemsBasic","GemsBasic",1374.407602,1398.1315278,-50632,52006.407602,52030.1315278
"332","P09",11,"P09 GemsBasic","GemsBasic",1413.53048,1448.365705,-50632,52045.53048,52080.365705
"333","P09",12,"P09 GemsBasic","GemsBasic",1461.762664,1482.7006504,-50632,52093.762664,52114.7006504
"334","P09",13,"P09 GemsBasic","GemsBasic",1492.1768427,1534.4363438,-50632,52124.1768427,52166.4363438
"335","P09",14,"P09 GemsBasic","GemsBasic",1542.110683,1595.2978738,-50632,52174.110683,52227.2978738
"336","P09",15,"P09 GemsBasic","GemsBasic",1603.8566007,1640.8106678,-50632,52235.8566007,52272.8106678
"337","P09",16,"P09 GemsTablet","GemsTablet",1911.7183061,1942.0156449,-50053,51964.7183061,51995.0156449
"338","P09",17,"P09 GemsTablet","GemsTablet",1959.1831331,1989.830736,-50053,52012.1831331,52042.830736
"339","P09",18,"P09 GemsTablet","GemsTablet",2001.8929155,2044.6529605,-50053,52054.8929155,52097.6529605
"340","P09",19,"P09 GemsTablet","GemsTablet",2053.1282056,2095.2875539,-50053,52106.1282056,52148.2875539
"341","P09",20,"P09 GemsTablet","GemsTablet",2112.8387638,2141.2342553,-50053,52165.8387638,52194.2342553
"342","P09",21,"P09 GemsTablet","GemsTablet",2150.1765171,2174.4346217,-50053,52203.1765171,52227.4346217
"343","P09",22,"P09 GemsTablet","GemsTablet",2184.194243,2204.2145844,-50053,52237.194243,52257.2145844
"344","P09",23,"P09 GemsTablet","GemsTablet",2215.6762196,2243.3208015,-50053,52268.6762196,52296.3208015
"345","P09",24,"P09 Tablet","Tablet",2485.5500951,2501.8826196,-49447,51932.5500951,51948.8826196
"346","P09",25,"P09 Tablet","Tablet",2509.7740397,2542.1234519,-49447,51956.7740397,51989.1234519
"347","P09",26,"P09 Tablet","Tablet",2554.0187649,2579.110948,-49447,52001.0187649,52026.110948
"348","P09",27,"P09 Tablet","Tablet",2592.2908844,2652.502555,-49447,52039.2908844,52099.502555
"349","P09",28,"P09 Tablet","Tablet",2661.2608014,2693.7102816,-49447,52108.2608014,52140.7102816
"350","P09",29,"P09 Tablet","Tablet",2710.1937101,2766.283801,-49447,52157.1937101,52213.283801
"351","P09",30,"P09 Tablet","Tablet",2783.9858738,2825.8440628,-49447,52230.9858738,52272.8440628
"352","P09",31,"P09 Tablet","Tablet",2837.6895409,2879.4150087,-49447,52284.6895409,52326.4150087
"353","P09",32,"P09 GemsCued","GemsCued",3061.9165754,3092.9647552,-48872,51933.9165754,51964.9647552
"354","P09",33,"P09 GemsCued","GemsCued",3101.3085527,3144.7170084,-48872,51973.3085527,52016.7170084
"355","P09",34,"P09 GemsCued","GemsCued",3164.5872469,3225.2986993,-48872,52036.5872469,52097.2986993
"356","P09",35,"P09 GemsCued","GemsCued",3235.6258664,3264.6553247,-48872,52107.6258664,52136.6553247
"357","P09",36,"P09 GemsCued","GemsCued",3271.6623683,3294.1522122,-48872,52143.6623683,52166.1522122
"358","P09",37,"P09 GemsCued","GemsCued",3303.694868,3340.9492902,-48872,52175.694868,52212.9492902
"359","P09",38,"P09 GemsCued","GemsCued",3350.6590167,3390.7663678,-48872,52222.6590167,52262.7663678
"360","P09",39,"P09 GemsCued","GemsCued",3404.3801796,3451.1442354,-48872,52276.3801796,52323.1442354
"361","P10",0,"P10 Baseline","Baseline",309.759817599988,353.153787699994,-8771,9080.75981759999,9124.15378769999
"362","P10",1,"P10 Baseline","Baseline",371.222103000007,408.276350900007,-8771,9142.22210300001,9179.27635090001
"363","P10",2,"P10 Baseline","Baseline",416.584707800008,477.279588400008,-8771,9187.58470780001,9248.27958840001
"364","P10",3,"P10 Baseline","Baseline",496.932742500008,557.1437897,-8771,9267.93274250001,9328.1437897
"365","P10",4,"P10 Baseline","Baseline",568.338487700006,604.058006200008,-8771,9339.33848770001,9375.05800620001
"366","P10",5,"P10 Baseline","Baseline",613.517591499985,633.521189899999,-8771,9384.51759149999,9404.5211899
"367","P10",6,"P10 Baseline","Baseline",654.927287500002,678.650176900002,-8771,9425.9272875,9449.6501769
"368","P10",7,"P10 Baseline","Baseline",693.36516049999,724.012938700005,-8771,9464.36516049999,9495.01293870001
"369","P10",8,"P10 GemsCued","GemsCued",948.907335900003,971.380213299999,-8141,9089.9073359,9112.3802133
"370","P10",9,"P10 GemsCued","GemsCued",978.303838199994,994.636998200003,-8141,9119.30383819999,9135.6369982
"371","P10",10,"P10 GemsCued","GemsCued",1001.69416899999,1025.6184259,-8141,9142.69416899999,9166.6184259
"372","P10",11,"P10 GemsCued","GemsCued",1031.32417390001,1066.1761441,-8141,9172.32417390001,9207.1761441
"373","P10",12,"P10 GemsCued","GemsCued",1077.3207977,1106.56710429999,-8141,9218.3207977,9247.56710429999
"374","P10",13,"P10 GemsCued","GemsCued",1111.6389044,1122.98373069998,-8141,9252.6389044,9263.98373069998
"375","P10",14,"P10 GemsCued","GemsCued",1135.49660039999,1172.734172,-8141,9276.49660039999,9313.734172
"376","P10",15,"P10 GemsCued","GemsCued",1180.62546809998,1208.25348059999,-8141,9321.62546809998,9349.25348059999
"377","P10",16,"P10 GemsBasic","GemsBasic",1436.40126899999,1478.6607829,-7652,9088.40126899999,9130.6607829
"378","P10",17,"P10 GemsBasic","GemsBasic",1485.71789939998,1521.75443249999,-7652,9137.71789939998,9173.75443249999
"379","P10",18,"P10 GemsBasic","GemsBasic",1531.58100169999,1560.61045760001,-7652,9183.58100169999,9212.61045760001
"380","P10",19,"P10 GemsBasic","GemsBasic",1567.5841645,1607.3912058,-7652,9219.5841645,9259.3912058
"381","P10",20,"P10 GemsBasic","GemsBasic",1613.89780050001,1654.5723913,-7652,9265.89780050001,9306.5723913
"382","P10",21,"P10 GemsBasic","GemsBasic",1660.39497620001,1692.84444340001,-7652,9312.39497620001,9344.84444340001
"383","P10",22,"P10 GemsBasic","GemsBasic",1705.50723809999,1761.59743359999,-7652,9357.50723809999,9413.59743359999
"384","P10",23,"P10 GemsBasic","GemsBasic",1774.8608737,1814.9681811,-7652,9426.8608737,9466.9681811
"385","P10",24,"P10 Tablet","Tablet",2121.31191210001,2152.35998929999,-6965,9086.31191210001,9117.35998929999
"386","P10",25,"P10 Tablet","Tablet",2157.98231729999,2204.76314729999,-6965,9122.98231729999,9169.76314729999
"387","P10",26,"P10 Tablet","Tablet",2217.2757234,2270.46518900001,-6965,9182.2757234,9235.46518900001
"388","P10",27,"P10 Tablet","Tablet",2282.92558109999,2311.32097219999,-6965,9247.92558109999,9276.32097219999
"389","P10",28,"P10 Tablet","Tablet",2327.13700640001,2369.89699020001,-6965,9292.13700640001,9334.89699020001
"390","P10",29,"P10 Tablet","Tablet",2382.96029310001,2408.03562710001,-6965,9347.96029310001,9373.03562710001
"391","P10",30,"P10 Tablet","Tablet",2416.5275958,2446.80832760001,-6965,9381.5275958,9411.80832760001
"392","P10",31,"P10 Tablet","Tablet",2456.3346189,2488.65066859999,-6965,9421.3346189,9453.65066859999
"393","P10",32,"P10 GemsTablet","GemsTablet",2650.26466799999,2674.52230740001,-6431,9081.26466799999,9105.52230740001
"394","P10",33,"P10 GemsTablet","GemsTablet",2681.76303979999,2708.90719599999,-6431,9112.76303979999,9139.90719599999
"395","P10",34,"P10 GemsTablet","GemsTablet",2722.00377089999,2763.72935579999,-6431,9153.00377089999,9194.72935579999
"396","P10",35,"P10 GemsTablet","GemsTablet",2770.21933240001,2791.12380110001,-6431,9201.21933240001,9222.12380110001
"397","P10",36,"P10 GemsTablet","GemsTablet",2798.91503870001,2841.07438460001,-6431,9229.91503870001,9272.07438460001
"398","P10",37,"P10 GemsTablet","GemsTablet",2853.32012339999,2895.14585929998,-6431,9284.32012339999,9326.14585929998
"399","P10",38,"P10 GemsTablet","GemsTablet",2901.0685622,2935.82037229999,-6431,9332.0685622,9366.82037229999
"400","P10",39,"P10 GemsTablet","GemsTablet",2944.57924180001,2981.53335049999,-6431,9375.57924180001,9412.53335049999
"401","P11",0,"P11 Baseline","Baseline",945.721719,976.7698201,-8142,9087.721719,9118.7698201
"402","P11",0,"P11 Baseline","Baseline",945.721719,976.7698201,-2794,3739.721719,3770.7698201
"403","P11",1,"P11 Baseline","Baseline",1004.364392,1036.813983,-8142,9146.364392,9178.813983
"404","P11",1,"P11 Baseline","Baseline",1004.364392,1036.813983,-2794,3798.364392,3830.813983
"405","P11",2,"P11 Baseline","Baseline",1058.21899,1100.078085,-8142,9200.21899,9242.078085
"406","P11",2,"P11 Baseline","Baseline",1058.21899,1100.078085,-2794,3852.21899,3894.078085
"407","P11",3,"P11 Baseline","Baseline",1116.945188,1163.70919,-8142,9258.945188,9305.70919
"408","P11",3,"P11 Baseline","Baseline",1116.945188,1163.70919,-2794,3910.945188,3957.70919
"409","P11",4,"P11 Baseline","Baseline",1175.637943,1210.48991,-8142,9317.637943,9352.48991
"410","P11",4,"P11 Baseline","Baseline",1175.637943,1210.48991,-2794,3969.637943,4004.48991
"411","P11",5,"P11 Baseline","Baseline",1228.424754,1263.177023,-8142,9370.424754,9405.177023
"412","P11",5,"P11 Baseline","Baseline",1228.424754,1263.177023,-2794,4022.424754,4057.177023
"413","P11",6,"P11 Baseline","Baseline",1284.464878,1308.739452,-8142,9426.464878,9450.739452
"414","P11",6,"P11 Baseline","Baseline",1284.464878,1308.739452,-2794,4078.464878,4102.739452
"415","P11",7,"P11 Baseline","Baseline",1321.919558,1365.346846,-8142,9463.919558,9507.346846
"416","P11",7,"P11 Baseline","Baseline",1321.919558,1365.346846,-2794,4115.919558,4159.346846
"417","P11",8,"P11 Tablet","Tablet",1677.162679,1700.886759,-7406,9083.162679,9106.886759
"418","P11",9,"P11 Tablet","Tablet",1716.369134,1727.730618,-7406,9122.369134,9133.730618
"419","P11",10,"P11 Tablet","Tablet",1740.810511,1801.50535,-7406,9146.810511,9207.50535
"420","P11",11,"P11 Tablet","Tablet",1818.17224,1860.331643,-7406,9224.17224,9266.331643
"421","P11",12,"P11 Tablet","Tablet",1872.660813,1895.133513,-7406,9278.660813,9301.133513
"422","P11",13,"P11 Tablet","Tablet",1902.691206,1955.895153,-7406,9308.691206,9361.895153
"423","P11",14,"P11 Tablet","Tablet",1969.575889,1997.971066,-7406,9375.575889,9403.971066
"424","P11",15,"P11 Tablet","Tablet",2015.805832,2053.06024,-7406,9421.805832,9459.06024
"425","P11",16,"P11 GemsCued","GemsCued",2415.277212,2445.941619,-6667,9082.277212,9112.941619
"426","P11",17,"P11 GemsCued","GemsCued",2469.415427,2498.695105,-6667,9136.415427,9165.695105
"427","P11",18,"P11 GemsCued","GemsCued",2516.262885,2559.022869,-6667,9183.262885,9226.022869
"428","P11",19,"P11 GemsCued","GemsCued",2573.987967,2616.247465,-6667,9240.987967,9283.247465
"429","P11",20,"P11 GemsCued","GemsCued",2627.058407,2647.99636,-6667,9294.058407,9314.99636
"430","P11",21,"P11 GemsCued","GemsCued",2661.526692,2721.737763,-6667,9328.526692,9388.737763
"431","P11",22,"P11 GemsCued","GemsCued",2735.568429,2775.69235,-6667,9402.568429,9442.69235
"432","P11",23,"P11 GemsCued","GemsCued",2783.617148,2820.587839,-6667,9450.617148,9487.587839
"433","P11",24,"P11 GemsTablet","GemsTablet",3101.639195,3131.936606,-6000,9101.639195,9131.936606
"434","P11",25,"P11 GemsTablet","GemsTablet",3142.263907,3158.597062,-6000,9142.263907,9158.597062
"435","P11",26,"P11 GemsTablet","GemsTablet",3168.073222,3208.764487,-6000,9168.073222,9208.764487
"436","P11",27,"P11 GemsTablet","GemsTablet",3218.42424,3250.773651,-6000,9218.42424,9250.773651
"437","P11",28,"P11 GemsTablet","GemsTablet",3259.065419,3300.807746,-6000,9259.065419,9300.807746
"438","P11",29,"P11 GemsTablet","GemsTablet",3318.909358,3355.996965,-6000,9318.909358,9355.996965
"439","P11",30,"P11 GemsTablet","GemsTablet",3366.991431,3403.044634,-6000,9366.991431,9403.044634
"440","P11",31,"P11 GemsTablet","GemsTablet",3424.349554,3480.439718,-6000,9424.349554,9480.439718
"441","P11",32,"P11 GemsBasic","GemsBasic",3698.744351,3726.372271,-5390,9088.744351,9116.372271
"442","P11",33,"P11 GemsBasic","GemsBasic",3734.096753,3758.020973,-5390,9124.096753,9148.020973
"443","P11",34,"P11 GemsBasic","GemsBasic",3765.545241,3805.352341,-5390,9155.545241,9195.352341
"444","P11",35,"P11 GemsBasic","GemsBasic",3817.030818,3844.17491,-5390,9207.030818,9234.17491
"445","P11",36,"P11 GemsBasic","GemsBasic",3859.15679,3884.232396,-5390,9249.15679,9274.232396
"446","P11",37,"P11 GemsBasic","GemsBasic",3900.882459,3920.886074,-5390,9290.882459,9310.886074
"447","P11",38,"P11 GemsBasic","GemsBasic",3930.746042,3959.775465,-5390,9320.746042,9349.775465
"448","P11",39,"P11 GemsBasic","GemsBasic",3966.048437,4001.768019,-5390,9356.048437,9391.768019
"449",NA,0,"P12 Baseline",NA,604.022935399989,664.73463989998,NA,NA,NA
"450",NA,1,"P12 Baseline",NA,708.529085499991,719.890210799989,NA,NA,NA
"451",NA,2,"P12 Baseline",NA,746.383836599998,799.587738799979,NA,NA,NA
"452",NA,3,"P12 Baseline",NA,816.021111599985,848.370585999975,NA,NA,NA
"453",NA,4,"P12 Baseline",NA,887.093081499974,928.952222599997,NA,NA,NA
"454",NA,5,"P12 Baseline",NA,944.034135399997,969.126198499987,NA,NA,NA
"455",NA,6,"P12 Baseline",NA,998.956428099977,1039.63090949997,NA,NA,NA
"456",NA,7,"P12 Baseline",NA,1053.74529239998,1097.13922679998,NA,NA,NA
"457","P12",8,"P12 GemsTablet","GemsTablet",1444.89163169998,1487.0176469,-7710,9154.89163169998,9197.0176469
"458","P12",9,"P12 GemsTablet","GemsTablet",1519.45052109999,1535.78371569997,-7710,9229.45052109999,9245.78371569997
"459","P12",10,"P12 GemsTablet","GemsTablet",1561.52647819999,1589.17114279998,-7710,9271.52647819999,9299.17114279998
"460","P12",11,"P12 GemsTablet","GemsTablet",1606.42197869997,1643.5095133,-7710,9316.42197869997,9353.5095133
"461","P12",12,"P12 GemsTablet","GemsTablet",1663.61324379998,1700.56732899998,-7710,9373.61324379998,9410.56732899998
"462","P12",13,"P12 GemsTablet","GemsTablet",1713.4470478,1737.38800139999,-7710,9423.4470478,9447.38800139999
"463","P12",14,"P12 GemsTablet","GemsTablet",1746.8311324,1776.11057279998,-7710,9456.8311324,9486.11057279998
"464","P12",15,"P12 GemsTablet","GemsTablet",1786.7880227,1821.6400366,-7710,9496.7880227,9531.6400366
"465","P12",16,"P12 Tablet","Tablet",2156.77960169999,2216.99059429998,-6976,9132.77960169999,9192.99059429998
"466","P12",17,"P12 Tablet","Tablet",2230.17057959997,2261.21870559998,-6976,9206.17057959997,9237.21870559998
"467","P12",18,"P12 Tablet","Tablet",2278.26936809998,2305.44690479999,-6976,9254.26936809998,9281.44690479999
"468","P12",19,"P12 Tablet","Tablet",2336.16130159999,2358.6342613,-6976,9312.16130159999,9334.6342613
"469","P12",20,"P12 Tablet","Tablet",2375.2008198,2410.92045529999,-6976,9351.2008198,9386.92045529999
"470","P12",21,"P12 Tablet","Tablet",2424.45075659998,2452.84616609997,-6976,9400.45075659998,9428.84616609997
"471","P12",22,"P12 Tablet","Tablet",2467.6612072,2496.69059299998,-6976,9443.6612072,9472.69059299998
"472","P12",23,"P12 Tablet","Tablet",2504.36514579999,2544.48909739999,-6976,9480.36514579999,9520.48909739999
"473","P12",24,"P12 GemsCued","GemsCued",2917.06653449999,2949.51608909998,-6219,9136.06653449999,9168.51608909998
"474","P12",25,"P12 GemsCued","GemsCued",2966.04949439998,3003.30391839999,-6219,9185.04949439998,9222.30391839999
"475","P12",26,"P12 GemsCued","GemsCued",3057.42552709999,3087.70608969999,-6219,9276.42552709999,9306.70608969999
"476","P12",27,"P12 GemsCued","GemsCued",3103.7557135,3150.53642199998,-6219,9322.7557135,9369.53642199998
"477","P12",28,"P12 GemsCued","GemsCued",3164.15017579999,3206.4096671,-6219,9383.15017579999,9425.4096671
"478","P12",29,"P12 GemsCued","GemsCued",3214.50120869998,3256.22679439999,-6219,9433.50120869998,9475.22679439999
"479","P12",30,"P12 GemsCued","GemsCued",3264.25206879998,3304.0586854,-6219,9483.25206879998,9523.0586854
"480","P12",31,"P12 GemsCued","GemsCued",3318.43982849998,3342.69787759997,-6219,9537.43982849998,9561.69787759997
"481","P12",32,"P12 GemsBasic","GemsBasic",3622.88158459999,3657.63350309999,-5523,9145.88158459999,9180.63350309999
"482","P12",33,"P12 GemsBasic","GemsBasic",3666.8929373,3702.92942479998,-5523,9189.8929373,9225.92942479998
"483","P12",34,"P12 GemsBasic","GemsBasic",3741.55235429999,3772.21623209998,-5523,9264.55235429999,9295.21623209998
"484","P12",35,"P12 GemsBasic","GemsBasic",3789.41700299998,3809.45400059997,-5523,9312.41700299998,9332.45400059997
"485","P12",36,"P12 GemsBasic","GemsBasic",3832.34381909997,3856.05117909997,-5523,9355.34381909997,9379.05117909997
"486","P12",37,"P12 GemsBasic","GemsBasic",3871.04973859998,3891.98771069999,-5523,9394.04973859998,9414.98771069999
"487","P12",38,"P12 GemsBasic","GemsBasic",3909.77240659998,3965.84575859999,-5523,9432.77240659998,9488.84575859999
"488","P12",39,"P12 GemsBasic","GemsBasic",3980.67754539999,4023.43752399998,-5523,9503.67754539999,9546.43752399998
"489","P13",0,"P13 Baseline","Baseline",633.551500900008,656.024590199988,-8459,9092.55150090001,9115.02459019999
"490","P13",1,"P13 Baseline","Baseline",688.957685300004,724.660393300001,-8459,9147.9576853,9183.6603933
"491","P13",2,"P13 Baseline","Baseline",739.825795799989,782.085273400007,-8459,9198.82579579999,9241.08527340001
"492","P13",3,"P13 Baseline","Baseline",793.113204599998,853.791312799993,-8459,9252.1132046,9312.79131279999
"493","P13",4,"P13 Baseline","Baseline",863.534504299983,888.626600599993,-8459,9322.53450429998,9347.62660059999
"494","P13",5,"P13 Baseline","Baseline",910.148376199999,942.614627500006,-8459,9369.1483762,9401.61462750001
"495","P13",6,"P13 Baseline","Baseline",950.839626700006,974.563677600003,-8459,9409.83962670001,9433.5636776
"496","P13",7,"P13 Baseline","Baseline",982.738646999991,1035.92588600001,-8459,9441.73864699999,9494.92588600001
"497","P13",8,"P13 GemsBasic","GemsBasic",1282.4424459,1312.72299720001,-7817,9099.4424459,9129.72299720001
"498","P13",9,"P13 GemsBasic","GemsBasic",1320.998054,1362.7236888,-7817,9137.998054,9179.7236888
"499","P13",10,"P13 GemsBasic","GemsBasic",1373.45128129999,1393.48819239999,-7817,9190.45128129999,9210.48819239999
"500","P13",11,"P13 GemsBasic","GemsBasic",1400.62878579999,1456.70224690001,-7817,9217.62878579999,9273.70224690001
"501","P13",12,"P13 GemsBasic","GemsBasic",1464.1270529,1488.03385780001,-7817,9281.1270529,9305.03385780001
